iter	MultiClass
396	0.5859442978
397	0.5858369275
398	0.5857004645
399	0.5855727999
400	0.5855084615
401	0.5854126833
402	0.5853169845
403	0.5852207052
404	0.5850919397
405	0.5850138503
406	0.5848681849
407	0.5848096085
408	0.5847342564
409	0.5846169086
410	0.5845287251
411	0.5843876321
412	0.5843353859
413	0.5842419465
414	0.5841123257
415	0.5839814775
416	0.5838342941
417	0.5837677255
418	0.583667733
419	0.5835490237
420	0.5834305636
421	0.5833428403
422	0.5832281499
423	0.5830666989
424	0.5829286847
425	0.5827890302
426	0.5827051723
427	0.5826375339
428	0.5825310684
429	0.5823673291
430	0.582254554
431	0.5821060626
432	0.5820376559
433	0.5819511559
434	0.5818563696
435	0.5817929008
436	0.5816705858
437	0.5815854694
438	0.5814927441
439	0.5813668424
440	0.5812896541
441	0.5812181544
442	0.5811176913
443	0.5810410772
444	0.5809480101
445	0.5808679944
446	0.5807557148
447	0.5806262726
448	0.5805128488
449	0.5803825268
450	0.5802837938
451	0.5801903341
452	0.5800956778
453	0.5800164852
454	0.5799254382
455	0.5797821225
456	0.5796694477
457	0.5795742891
458	0.5794741176
459	0.5793492266
460	0.5792675512
461	0.5791943269
462	0.5790941596
463	0.5790058471
464	0.578933581
465	0.5787965096
466	0.578688336
467	0.5786079821
468	0.5784836353
469	0.5784055
470	0.5783013869
471	0.5781667575
472	0.5780349301
473	0.5779483602
474	0.5778038117
475	0.5777375035
476	0.5776087008
477	0.5774942208
478	0.5774031089
479	0.5773251073
480	0.5772150129
481	0.5771390167
482	0.5769373966
483	0.5768113718
484	0.5766999628
485	0.5766025646
486	0.5764837248
487	0.5763644538
488	0.5763176251
489	0.5762581627
490	0.5761919906
491	0.5761001434
492	0.575999192
493	0.5759113515
494	0.5758038687
495	0.5756950105
496	0.5756401981
497	0.5755462119
498	0.5754284338
499	0.575364969
500	0.5752614095
501	0.5751702584
502	0.5750935218
503	0.5750398332
504	0.5749872387
505	0.5748966641
506	0.5747791535
507	0.5747368104
508	0.5746790835
509	0.5746065878
510	0.5744681729
511	0.5743834027
512	0.5742913748
513	0.5742095221
514	0.5741154214
515	0.574047234
516	0.573919529
517	0.5738717746
518	0.5737952784
519	0.5736864637
520	0.5735913467
521	0.5735096804
522	0.5734140031
523	0.5733017322
524	0.5731631122
525	0.5730497387
526	0.5729614153
527	0.5729070299
528	0.5728188633
529	0.5726756031
530	0.5725916558
531	0.5725155184
532	0.5724084293
533	0.5723228202
534	0.5722676086
535	0.5721408686
536	0.5720795785
537	0.5719276042
538	0.5718257709
539	0.5717418435
540	0.5716001709
541	0.5714949204
542	0.5714222843
543	0.5713383834
544	0.5712493613
545	0.5711619014
546	0.5710986354
547	0.5710403589
548	0.5709816928
549	0.5709078925
550	0.5708223924
551	0.5707219052
552	0.5706462657
553	0.5705721655
554	0.5705067486
555	0.5704046726
556	0.5702815348
557	0.5701748493
558	0.5700466056
559	0.5699422585
560	0.5698525605
561	0.5697928072
562	0.5697161097
563	0.5695696159
564	0.569504105
565	0.5694367962
566	0.5693776633
567	0.569313525
568	0.5692544035
569	0.5691451723
570	0.5690456241
571	0.5689271139
572	0.5688595274
573	0.5688099648
574	0.5687101884
575	0.5686467285
576	0.5685908527
577	0.5684787851
578	0.5684015443
579	0.5683328439
580	0.5682006678
581	0.5681165462
582	0.5680424624
583	0.5679839014
584	0.5679006017
585	0.5677624492
586	0.5676956763
587	0.5676320486
588	0.5675737099
589	0.5674518582
590	0.5673674324
591	0.5672951199
592	0.5672081677
593	0.5671648807
594	0.5671147504
595	0.5670410517
596	0.566939552
597	0.5668011068
598	0.5666693488
599	0.566565391
600	0.5664574986
601	0.566404773
602	0.5663350567
603	0.5662713426
604	0.5661669909
605	0.5660896938
606	0.5660142693
607	0.5659154244
608	0.5658610334
609	0.5657905002
610	0.5657383794
611	0.565640513
612	0.5655469559
613	0.5654359252
614	0.5653557679
615	0.5652668898
616	0.5651705802
617	0.5650885775
618	0.5650059391
619	0.5649383361
620	0.56486798
621	0.5647398884
622	0.5646303082
623	0.5645551238
624	0.5645061312
625	0.5644414895
626	0.5643959793
627	0.5643384277
628	0.5642718911
629	0.5642055674
630	0.564080924
631	0.5639951956
632	0.5638781075
633	0.5638155944
634	0.5637311113
635	0.5636266441
636	0.5635554245
637	0.5634789392
638	0.5633818293
639	0.5632834873
640	0.5631765377
641	0.5631066467
642	0.5630076456
643	0.5629338599
644	0.5628223275
645	0.5627315157
646	0.5625950724
647	0.5625278579
648	0.5624726737
649	0.5624131196
650	0.5623620094
651	0.5622630897
652	0.5621707706
653	0.562087831
654	0.5619702159
655	0.5618982568
656	0.5618058483
657	0.5616905007
658	0.561646155
659	0.561564316
660	0.5614729459
661	0.5613551857
662	0.5612439043
663	0.5611821444
664	0.5610766769
665	0.5609792943
666	0.5608376684
667	0.5607216541
668	0.5606100511
669	0.5605309882
670	0.5604539507
671	0.5603820265
672	0.5603129178
673	0.5602219333
674	0.5601732647
675	0.5600908744
676	0.5600104462
677	0.5599270362
678	0.559868682
679	0.5597726358
680	0.5596833326
681	0.5596012711
682	0.5594903838
683	0.5594019214
684	0.5593364901
685	0.5592260347
686	0.5591373794
687	0.5590448649
688	0.5589280437
689	0.558840232
690	0.558747136
691	0.5586513363
692	0.5585522822
693	0.5584535393
694	0.5583935775
695	0.5582963204
696	0.5582192371
697	0.5581376609
698	0.5580446958
699	0.5579831027
700	0.5578936156
701	0.557802813
702	0.5577085973
703	0.5576106351
704	0.5575271397
705	0.5574165301
706	0.5573379356
707	0.5572223754
708	0.5571673424
709	0.5570985247
710	0.557001205
711	0.5569229469
712	0.5568317333
713	0.5567162555
714	0.5566449192
715	0.5565052377
716	0.556451533
717	0.5563896381
718	0.5562547048
719	0.5561309677
720	0.5560180376
721	0.5559093456
722	0.5558737126
723	0.5557541879
724	0.5556401717
725	0.5555993843
726	0.5555404363
727	0.5554616412
728	0.5553859014
729	0.5553191509
730	0.5552715671
731	0.555224209
732	0.5550919117
733	0.5550408858
734	0.5549427816
735	0.5548705923
736	0.5548141284
737	0.5547331195
738	0.5546807802
739	0.5545969956
740	0.5545329263
741	0.5544435915
742	0.5543657609
743	0.5542948979
744	0.5542527708
745	0.5541388205
746	0.5540341585
747	0.5539395206
748	0.5538515694
749	0.5537948527
750	0.553715512
751	0.5536291586
752	0.5535592565
753	0.5535070038
754	0.5533736616
755	0.5532841097
756	0.5531895151
757	0.5531049233
758	0.5530239833
759	0.5529151666
760	0.5528072139
761	0.552731539
762	0.5526979801
763	0.5526474974
764	0.5525685415
765	0.5525088169
766	0.5524231415
767	0.5523360106
768	0.5522193503
769	0.5521535596
770	0.5520940344
771	0.5520189462
772	0.5519450813
773	0.5518361192
774	0.551762556
775	0.5517063337
776	0.5515872554
777	0.5515177799
778	0.5514288264
779	0.5513364284
780	0.5513000885
781	0.5512355315
782	0.5511732018
783	0.5511200827
784	0.5510574026
785	0.5509582238
786	0.5509007388
787	0.5508097639
788	0.5507079177
789	0.5506241292
790	0.5505187725
791	0.5504518114
792	0.5503845235
793	0.5503310121
794	0.5502734135
795	0.550179693
796	0.5501017169
797	0.5500129817
798	0.5499382508
799	0.5498462423
800	0.5497748238
801	0.5497007882
802	0.5496234112
803	0.549581034
804	0.549481921
805	0.5494314475
806	0.549318452
807	0.5492697402
808	0.5491984268
809	0.5491050745
810	0.5490313706
811	0.5489742167
812	0.5489235206
813	0.5488434984
814	0.5487754335
815	0.5486564093
816	0.5486123647
817	0.5485606561
818	0.5484788793
819	0.5483614237
820	0.5482558176
821	0.5481681311
822	0.5480903871
823	0.5480032627
824	0.5479374905
825	0.5478540876
826	0.5477710986
827	0.5477253871
828	0.5476807744
829	0.5476396636
830	0.547583637
831	0.5475340215
832	0.5474697852
833	0.5473907535
834	0.5472986821
835	0.5472442341
836	0.5472019268
837	0.547138492
838	0.5470948776
839	0.5470325545
840	0.5469572872
841	0.5468865345
842	0.5468277045
843	0.5467337202
844	0.5466448738
845	0.546584925
846	0.5465025079
847	0.5464311997
848	0.5463641335
849	0.5463077273
850	0.5462480581
851	0.5461658853
852	0.546110158
853	0.546034433
854	0.5459488268
855	0.5458787218
856	0.5458270851
857	0.5457585988
858	0.5456893017
859	0.5456044486
860	0.545481854
861	0.5453710588
862	0.5453081733
863	0.5452609705
864	0.5451432067
865	0.5450964143
866	0.5450333283
867	0.5449820987
868	0.544861739
869	0.5447595126
870	0.544693039
871	0.5445934319
872	0.544525055
873	0.5444678467
874	0.5443867159
875	0.5443434131
876	0.5442509154
877	0.5441674524
878	0.5441123962
879	0.5440561721
880	0.5439666552
881	0.5438911873
882	0.543787236
883	0.543723161
884	0.5436472195
885	0.5435709615
886	0.5435131402
887	0.5434352668
888	0.5433835794
889	0.5433206125
890	0.5432787587
891	0.5431925285
892	0.5431022551
893	0.5430510564
894	0.5429662144
895	0.542922959
896	0.5428831432
897	0.5427511713
898	0.5426856781
899	0.5425334658
900	0.5424320787
901	0.5423848138
902	0.5423420373
903	0.5422903468
904	0.5422609229
905	0.54218365
906	0.542082946
907	0.5420332197
908	0.5419296346
909	0.5418644957
910	0.5417935811
911	0.541717516
912	0.541658383
913	0.5415938866
914	0.5415297996
915	0.5414297316
916	0.5413587768
917	0.5413073864
918	0.5412135824
919	0.5411607069
920	0.5410936073
921	0.5409992019
922	0.5409143914
923	0.5408582375
924	0.540783549
925	0.5407261107
926	0.5406585875
927	0.5405675859
928	0.540524562
929	0.5404316119
930	0.5403432637
931	0.5403026187
932	0.5402370215
933	0.5401861426
934	0.5400784988
935	0.5400218171
936	0.5399672224
937	0.539904102
938	0.539837155
939	0.5397936758
940	0.539692873
941	0.5396269007
942	0.5395627053
943	0.5395036129
944	0.5394366057
945	0.5393833464
946	0.5393138199
947	0.5392423228
948	0.5392103723
949	0.5391423466
950	0.5390355501
951	0.5389676092
952	0.5388782386
953	0.5387942445
954	0.5387415976
955	0.5386748955
956	0.5386198688
957	0.5385544672
958	0.5385148526
959	0.53843941
960	0.5383580696
961	0.5382980565
962	0.5382094225
963	0.5381633682
964	0.5381083293
965	0.5380422669
966	0.5379561086
967	0.5379075054
968	0.5378543872
969	0.5378040233
970	0.5377444986
971	0.5376447049
972	0.537533595
973	0.5374529316
974	0.5374148713
975	0.5373856709
976	0.5373136017
977	0.5372431045
978	0.5371706504
979	0.5370758784
980	0.5370281877
981	0.5369878014
982	0.5368970219
983	0.5368285121
984	0.5367328491
985	0.5366856796
986	0.5365727665
987	0.536473925
988	0.5363959137
989	0.5363399882
990	0.5362667249
991	0.5362178106
992	0.5361581758
993	0.5360992382
994	0.536038516
995	0.5359763586
996	0.5359176125
997	0.535833451
998	0.5357467213
999	0.5356417602
